Origin,Year,Cancelled,Cancelled,Delayed,Delayed,TotalFlights,DepDelay,ArrDelay,Distance,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,airport,city,lat,long
SJC,2008.0,0.014296122485876158,806.0,0.37301946677597514,21369.0,57136.0,6.186076733447446,2.8762305448984318,662.5033622027573,11.941918498639174,1.074963332950615,7.957178485244531,0.11429196274026915,28.39630496146208,San Jose International,San Jose,37.36186194,-121.92900890000001
HNL,2008.0,0.008188305611610247,463.0,0.2508755702176635,14045.0,56276.0,2.8617031780280873,3.7988289166080667,987.9585340124967,29.065139869650398,0.3698519074435728,6.2735658254304445,0.14441794918711304,12.454804582513033,Honolulu International,Honolulu,21.31869111,-157.92240719999998
HOU,2008.0,0.02862661491984102,1584.0,0.5388166603957646,30199.0,55933.0,12.155465806926253,8.69029558870578,571.5678202263434,12.769185137847044,2.0002782210050705,8.039471305787048,0.018615378535537432,27.45218221167219,William P Hobby,Houston,29.64541861,-95.27888889
DAL,2008.0,0.018278002065635655,975.0,0.5767793406695023,31205.0,53928.0,10.884033656927093,8.685226216178917,333.88626548138325,11.944192488934464,1.755844289198496,7.891769371619492,0.03744381039892463,25.972539602716413,Dallas Love ,Dallas,32.84711389,-96.85177222
SMF,2008.0,0.009657518132262797,507.0,0.4191786362237953,22304.0,53056.0,7.39525227044346,4.211574871710487,677.9511316163929,12.404288642541355,0.9078059219449767,9.125424322833672,0.04864993448318325,26.707061196371427,Sacramento International,Sacramento,38.69542167,-121.5907669
AUS,2008.0,0.014551265124491347,732.0,0.3552758432532339,17759.0,49623.0,7.321483142938152,5.872497729170636,705.1191249388145,11.950388870103147,1.7479534310519809,16.393950889748062,0.03982658606450555,21.640328119459102,Austin-Bergstrom International,Austin,30.19453278,-97.66987194
SNA,2008.0,0.015204874913497554,726.0,0.37623199083592657,17869.0,47376.0,6.136953360225525,3.4391233589390637,765.5728246641623,9.468662016891303,0.8929343654347853,16.212129125324523,0.11682109605869079,23.494084428045294,John Wayne /Orange Co,Santa Ana,33.67565861,-117.86822250000002
SAT,2008.0,0.011971505667850128,542.0,0.3594019152349975,16348.0,45270.0,7.683199768101441,6.350066943970408,685.5511239185367,12.07382893202742,1.7177024401058683,16.986484929020758,0.1330997697711155,21.77117805628537,San Antonio International,San Antonio,29.53369444,-98.46977778
IND,2008.0,0.017551719816395365,749.0,0.3181747314353623,13595.0,42750.0,7.546343158927705,6.32452893052734,645.501171302537,12.43268426782204,2.0533633363946406,24.066060987685557,0.045388043563847104,17.79730482043998,Indianapolis International,Indianapolis,39.71732917,-86.29438417
MKE,2008.0,0.030080614937386573,1200.0,0.3562386889972551,15135.0,42700.0,10.638458185500957,11.351296462717324,509.975362780837,14.532344132814115,3.70610653667566,24.369244091454757,0.008174418073960452,16.358869420084762,General Mitchell International,Milwaukee,42.94722222,-87.89658333
PIT,2008.0,0.01791702075538121,759.0,0.35448256031792896,14878.0,41800.0,9.775211593586604,8.411232197087203,650.8350157199478,11.576848681928455,3.1473421052062363,22.25291456283753,0.05391106780961733,20.27990049735254,Pittsburgh International,Pittsburgh,40.49146583,-80.23287083
ABQ,2008.0,0.008179396733829848,333.0,0.38814289439233945,16064.0,41146.0,7.380754914226283,4.381933712633412,652.2449766249157,10.719107908977945,1.2402993363332946,9.355042316370357,0.0076758341138105125,28.14240539022919,Albuquerque International,Albuquerque,35.04022222,-106.6091944
MSY,2008.0,0.022351191678782256,814.0,0.38255963743369575,15229.0,39422.0,8.760923631616942,7.122189606260964,634.2229235629583,10.56066205079273,1.461719889912582,19.228433047118354,0.07140480937288674,24.456971711082957,New Orleans International ,New Orleans,29.99338889,-90.25802778
ONT,2008.0,0.009491685229523698,338.0,0.38750011861505373,13732.0,35072.0,6.738488221220449,4.068799748100713,589.81427274963,12.29271823873403,0.581458823079326,10.224384936033202,0.1689456528065332,24.931415057778242,Ontario International,Ontario,34.056,-117.60119440000001
CMH,2008.0,0.021827833785664746,767.0,0.3389687385335372,11659.0,34157.0,9.658912151979814,7.756795120177483,564.1839014877812,14.448901075436368,3.7210577797125794,22.54482841611329,0.01126503860800586,20.49226641897123,Port Columbus Intl,Columbus,39.99798528,-82.89188278
JAX,2008.0,0.014932470583583045,495.0,0.33334952729649964,10979.0,32685.0,8.807774323363637,6.963293946618698,590.2655913577343,10.359555883592083,2.587563576768128,22.4890898179995,0.0215200254942633,22.277477593343466,Jacksonville International,Jacksonville,30.49405556,-81.68786111
BUR,2008.0,0.016910959355029783,535.0,0.3879713101109305,12233.0,31405.0,6.888736582952657,3.292671334083487,514.755273848099,9.276917877044324,1.072537983753085,13.226087866729529,0.021689777232058813,26.313108684654438,Burbank-Glendale-Pasadena,Burbank,34.20061917,-118.3584969
BDL,2008.0,0.019609827435433994,587.0,0.3207155581190477,9487.0,29449.0,7.511330466016936,5.828972537302689,761.4117072986801,13.969036509996648,3.596742348205216,21.59910861201473,0.06399060567429941,18.14601459174455,Bradley International,Windsor Locks,41.93887417,-72.68322833
PBI,2008.0,0.008923648145882165,255.0,0.3621981082474878,10333.0,27822.0,10.888170717115367,8.256555900356483,880.0305079862225,10.817095848910084,0.8516943242254613,27.27615910336456,0.008703450513987647,23.856236081663777,Palm Beach International,West Palm Beach,26.68316194,-80.09559417
RSW,2008.0,0.00915883327736628,250.0,0.31405082796803513,8939.0,27136.0,8.058801826071717,5.9479735800379325,884.6010416222639,11.286029581937266,1.1011184859088647,26.263543291312356,0.06462552022798855,22.677448102484657,Southwest Florida International,Ft. Myers,26.53616667,-81.75516667
OMA,2008.0,0.017716495959822883,476.0,0.3211486679018757,8676.0,27007.0,8.854293209916728,7.513785528420235,645.762576381784,14.225131441831735,3.1972281566301657,20.79315767443445,0.09077750947673556,22.475616294391404,Eppley Airfield,Omaha,41.30251861,-95.89417306
TUS,2008.0,0.007464391824486549,206.0,0.3102730195444868,8396.0,26661.0,5.196114989746392,3.393752414352655,660.430337100034,16.571692514510783,1.626511000381477,11.804476257555605,0.04032861320087492,20.346555987055396,Tucson International,Tucson,32.11608333,-110.94102779999999
BUF,2008.0,0.023840038592055357,611.0,0.3587117961589468,9392.0,26281.0,10.61970547619637,9.221368764950348,567.4395870619473,11.84828415038592,3.8180180580279433,27.67799036058466,0.1851870890849506,21.633211706005948,Buffalo Niagara Intl,Buffalo,42.94052472,-78.73216667
OKC,2008.0,0.015678273353207976,395.0,0.34056913468177985,8653.0,25152.0,7.832779765358688,6.3798478507695515,566.3599073498382,13.934625050540937,2.630267864032817,15.465182102472705,0.08919349149717798,24.516696884265702,Will Rogers World,Oklahoma City,35.39308833,-97.60073389
RNO,2008.0,0.0102014284703021,256.0,0.38797784224335113,9566.0,24286.0,7.670540209006105,4.702629434219141,518.4143757520677,11.305608286205121,1.2216414065444667,12.185509049423501,0.012230169731274998,27.77551605584415,Reno/Tahoe International,Reno,39.49857611,-119.76806470000001
BHM,2008.0,0.01630917473250471,385.0,0.3645770620196165,8659.0,23679.0,9.12797876458191,8.115604650586455,519.7981842660134,12.394171963653577,2.8701187761271445,19.962925844530076,0.05693784394623872,21.932342631171718,Birmingham International,Birmingham,33.56294306,-86.75354972
TUL,2008.0,0.015343079817017704,361.0,0.3500775482182295,8276.0,23459.0,7.836989826084988,6.298020510659576,523.5177102967797,13.624970814301413,3.0914331015709227,15.427273110888713,0.19942886206180674,23.447617683196246,Tulsa International,Tulsa,36.19837222,-95.88824167
PVD,2008.0,0.01683035363762615,379.0,0.37689958239079924,8497.0,22509.0,10.374648709931641,7.308700750008112,668.428001713293,9.974537914854919,4.508684625834409,26.827028024376947,0.05546018071928044,20.68177207546572,Theodore F Green State,Providence,41.72399917,-71.42822111
SDF,2008.0,0.017925485982133022,405.0,0.3590433898770715,8097.0,22458.0,10.931293854228983,9.385397466229149,462.49608630462626,13.852967677026191,3.8275908292349015,23.963471481947142,0.08277775711765466,23.31401737289436,Louisville International-Standiford ,Louisville,38.17438889,-85.736
SJU,2008.0,0.010428646959071896,238.0,0.3682994850125994,8086.0,21676.0,11.164135404425108,9.256226738896874,1517.6801830193117,21.91512978519587,0.20885424813120465,12.620309537699319,0.05790163305481801,26.0821864600256,Luis Munoz Marin International,San Juan,18.43941667,-66.00183333
ELP,2008.0,0.00944141424090143,195.0,0.3756494112179667,7815.0,20731.0,6.595111002810616,4.027145349226197,558.4965019797714,11.116910701087214,1.1686474298700624,9.821429851325865,0.20274102203279373,26.690091016903008,El Paso International,El Paso,31.80666667,-106.37780559999999
RIC,2008.0,0.024877347554563372,496.0,0.30325921405687684,6066.0,19977.0,10.203237346456714,9.916193240938181,509.20494060557235,14.003272108435809,3.077645280925033,28.96300550747849,0.019926829540135086,17.99011225390406,Richmond International,Richmond,37.50516667,-77.31966667
OGG,2008.0,0.014258856328218801,287.0,0.23828316294067964,4745.0,19940.0,2.2021388314430337,2.7848155977692515,834.1667622468857,24.635397981911705,0.28205953081901963,6.567729962926703,0.05668591094207709,22.407772695700444,Kahului,Kahului,20.89864972,-156.43045780000003
ANC,2008.0,0.01405912546701626,268.0,0.3920781950294883,7593.0,19327.0,7.027634599315392,3.633160904883999,1210.7063034255766,18.910882081384788,2.313568228114579,8.441683447511624,0.08789371147523738,16.95055331990044,Ted Stevens Anchorage International,Anchorage,61.17432028,-149.9961856
MHT,2008.0,0.016215741843931118,298.0,0.36544283458211013,6792.0,18588.0,10.493186336977615,7.441340836711561,683.9717986011607,11.398709941682073,4.910449026001765,24.88193859680912,0.0796554390578768,22.1948138102488,Manchester,Manchester,42.93451639,-71.43705583
BOI,2008.0,0.007035200112602243,120.0,0.31538869622210414,5422.0,17024.0,6.797450775685665,4.268982064465786,548.6574554518405,12.245922032148473,0.6681989236659494,17.238365816172873,0.08145728158766548,27.88682998604673,Boise Air Terminal,Boise,43.56444444,-116.22277779999999
DSM,2008.0,0.033987539444809735,559.0,0.2922200131990356,4857.0,16643.0,9.214705653496056,8.912613707580874,545.6107218919623,15.53244209142808,3.7753110825574137,21.72321005874181,0.01816677106234676,22.90292269280891,Des Moines International,Des Moines,41.53493306,-93.66068222
GRR,2008.0,0.029056863150385647,471.0,0.2801877620062703,4598.0,16616.0,8.2267079378289,8.54293954111555,360.8579478584032,15.747308450221084,3.6405968838422873,24.197195500991622,0.08127503782959965,18.82407326096321,Kent County International,Grand Rapids,42.88081972,-85.52276778
ORF,2008.0,0.01814538770791906,303.0,0.33926717324121874,5603.0,16458.0,9.7428426494641,8.165543825184857,587.7678767640977,17.552432112167065,3.3765151170118393,20.20839543538824,0.05006569129628136,20.69831833633623,Norfolk International,Norfolk,36.89461111,-76.20122222
COS,2008.0,0.014907831788579866,250.0,0.27526095479042384,4511.0,16201.0,6.380956834795355,6.446010322351455,565.2411193241379,20.326524350825405,2.9917352044516874,16.608529553362573,0.2053028652669332,16.278532993372085,City of Colorado Springs Muni,Colorado Springs,38.80580556,-104.70025
DAY,2008.0,0.023495809291884356,362.0,0.2812328454092439,4410.0,15791.0,7.275833657533959,6.817326908392416,469.15301428486026,15.999294119522197,2.313478273231893,23.28553795664867,0.0073587907716786,18.394170338950307,James M Cox Dayton Intl,Dayton,39.90237583,-84.219375
GEG,2008.0,0.013295873634191185,193.0,0.34012832460137776,5333.0,15560.0,6.117821877699094,3.746826413819431,581.6846639051723,16.530582983072154,2.623221560082953,8.877444669983804,0.10082433227162406,21.664320512988905,Spokane Intl,Spokane,47.61985556,-117.5338425
LGB,2008.0,0.008584308368937992,134.0,0.31521157658172444,4949.0,15443.0,6.5545392763722985,3.448587890555748,974.2162753502126,16.97213086096549,0.9727816119773044,17.568590701119327,0.10085810197638641,19.898965873546054,Long Beach (Daugherty ),Long Beach,33.81772222,-118.1516111
LIT,2008.0,0.020855461092253166,323.0,0.390328044561713,6030.0,15369.0,11.389053040552831,9.805281045019742,446.79343060511246,16.79704825466941,3.8522947666888476,14.488735824056102,0.022673456711351483,26.014878523485653,Adams ,Little Rock,34.72939611,-92.22424556
FAT,2008.0,0.012229026359006958,171.0,0.2671889345474337,3793.0,14278.0,5.988251723267292,4.747760937791276,374.9284415828654,22.15346657204626,2.8785018108613474,19.872145275991553,0.028310007227807344,11.82986084134395,Fresno Yosemite International,Fresno,36.77619444,-119.7181389
ROC,2008.0,0.029580506394637145,432.0,0.31508778092531836,4493.0,14264.0,10.892636228633343,11.83826568617936,509.24799080369695,11.163150348320036,2.6313192145602677,32.96475963939391,0.019533480354090606,20.173532282797044,Greater Rochester Int'l,Rochester,43.11886611,-77.67238389
CHS,2008.0,0.02968967246747349,415.0,0.3220449322938786,4595.0,14181.0,10.467713205973673,9.758757506087372,505.2330905754855,15.353968463645629,3.7409161618757305,25.47675853118138,0.01730434230170251,15.357636846732904,Charleston AFB/International,Charleston,32.89864639,-80.04050583
XNA,2008.0,0.03319536937003665,470.0,0.31388260151784536,4437.0,14112.0,11.421460889081445,11.120158352090174,562.3756359396021,17.253022706811578,3.6309479473416784,25.762309224606685,0.06214312091038909,20.890153043426697,Northwest Arkansas Regional,Fayetteville/Springdale/Rogers,36.28186944,-94.30681111
ICT,2008.0,0.031682515507151385,452.0,0.3068665663355002,4325.0,14050.0,8.772647480388065,8.625911810272667,586.7042178005247,14.646300641100813,3.451302088386813,24.582762096489187,0.010714285714285713,19.745982750205073,Wichita Mid-Continent,Wichita,37.64995889,-97.43304583
TYS,2008.0,0.01933718122277405,267.0,0.29447819439110945,4136.0,14004.0,9.305759404835774,8.253449579018545,490.64396255669317,16.795944109512302,4.975309202642182,24.83438409426203,0.06260968199296364,16.97397916695264,McGhee-Tyson,Knoxville,35.81248722,-83.99285583
MSN,2008.0,0.04668496965955088,634.0,0.29624252189767025,4103.0,13961.0,9.68330333026991,9.825372746845556,341.49784110078895,11.827858620445625,2.510698100164521,30.029841909854145,0.03443845163123688,20.797889235581486,Dane County Regional,Madison,43.13985778,-89.33751361
SAV,2008.0,0.02708256485276411,361.0,0.32176475231845275,4471.0,13774.0,10.562997146528167,10.593642870947669,511.8826496452703,16.85515411382571,2.765790239693344,25.042627901626897,0.056452883182379614,16.05136152474139,Savannah International,Savannah,32.12758333,-81.20213889
GSO,2008.0,0.03378190129988027,455.0,0.278392160313836,3782.0,13558.0,9.267227663716586,8.174282056096832,505.9248317799217,18.093296956218644,3.167267754293331,24.62342320577538,0.07628776284861875,15.789010911686775,Piedmont Triad International,Greensboro,36.09774694,-79.9372975
ALB,2008.0,0.019825991239147016,263.0,0.3261107128748373,4404.0,13474.0,9.075846127797456,7.347081546752325,620.0898647373855,13.655215975299022,3.5865021405975916,23.825581145535732,0.01800616093168382,18.85034498760114,Albany Cty,Albany,42.74811944,-73.80297861
LIH,2008.0,0.007876674296222401,103.0,0.18369582258647058,2426.0,13184.0,0.06182451100642509,1.7390596244870586,553.3934254668533,21.152132404396227,0.7149815497451625,5.881594199537791,0.09427960156379318,22.76891246186359,Lihue,Lihue,21.97598306,-159.3389581
KOA,2008.0,0.005679668811098982,73.0,0.21743529189814778,2774.0,12710.0,1.7791806767725007,3.8906462400186066,720.2932802539173,23.161260589464888,0.22520180677547483,8.084667657233082,0.06687542778997606,20.87406178544381,Kona International At Keahole,Kailua/Kona,19.73876583,-156.0456314
JAN,2008.0,0.020369740647560444,256.0,0.3114855424438665,3949.0,12609.0,7.641657718837783,6.245877145292311,449.1190054562039,16.307889616489145,4.529581562463026,15.981820488876096,0.04249400182013733,22.569814902436523,Jackson International,Jackson,32.31116667,-90.07588889
SBA,2008.0,0.01595506852600757,203.0,0.2654180523492138,3334.0,12568.0,6.9070087142722825,5.490153852655246,316.4107623819579,14.889983571588763,2.0502554325295157,25.877337131351165,0.3830031766098842,16.973584429365683,Santa Barbara Municipal,Santa Barbara,34.42621194,-119.8403733
SYR,2008.0,0.025347833475547452,310.0,0.33031551846492546,3987.0,12032.0,11.442947947804162,11.903770971884532,500.10925527441094,16.08418638299283,2.2955864067802776,28.091436207406247,0.07415239161603136,18.078479954457993,Syracuse-Hancock Intl,Syracuse,43.11118694,-76.10631056
PSP,2008.0,0.011894312762695808,155.0,0.2914468205944471,3650.0,11979.0,5.478637331788804,5.264195516982605,510.43527034080967,20.431998493866722,1.3326829403216112,13.599071869705382,0.027024128627551852,17.265355553098832,Palm Springs International,Palm Springs,33.82921556,-116.5062531
GSP,2008.0,0.03515721742884364,418.0,0.2600794894882356,3079.0,11856.0,8.628483649343602,7.181577834260074,498.29638735812745,14.895413939136295,3.4019627476208494,25.75401479649736,0.025636944769257042,20.3915159348303,Greenville-Spartanburg,Greer,34.89566722,-82.21885833
HSV,2008.0,0.024832358418282935,268.0,0.27364047145618436,2945.0,10791.0,7.371733506667554,8.359127330353294,448.193591855274,14.546528187846356,5.476405904266172,17.638068362942022,0.04647459168337728,19.162764593873955,Huntsville International ,Huntsville,34.6404475,-86.77310944
HPN,2008.0,0.032164187955554126,346.0,0.33340032989056523,3594.0,10715.0,9.922997103884017,9.974544851482133,846.816112501203,13.263681101837415,3.5465999665422028,27.467521445007467,0.04334458134410794,19.249410091001753,Westchester Cty,White Plains,41.06695778,-73.70757444
CAE,2008.0,0.03689641413125245,389.0,0.3274436557807341,3456.0,10550.0,12.896405506955515,11.383236352804884,503.594899365994,26.300762912711523,1.9080721804099647,25.501561023601763,0.055926132918374345,15.462471777491702,Columbia Metropolitan,Columbia,33.93884,-81.11953944
